"attribute_0","id","price","bedrooms","bathrooms","sqm_living","sqm_lot","floors","waterfront","view","condition","grade","sqm_above","sqm_basement","yr_built","yr_renovated","zipcode","lat","long","sqm_living15","sqm_lot15","age"
6837,6806100420,12.6081988523728,3,2.5,5.14674200773308,6.05761267213789,"2","0","0","3",7,171.870624,0,2005,0,98058,47.4661,-122.145,200.6705664,455.78231424,10
6839,8857640420,12.5913350463208,4,2.25,5.31545791247125,5.85224497266474,"2","0","0","3",8,203.4576576,0,2005,0,98038,47.3896,-122.034,204.386688,367.33862016,10
6840,4443800130,12.6760762747759,2,1,4.85363986781196,6.29285663038619,"1","0","0","3",7,128.2061952,0,1918,1976,98117,47.6875,-122.392,143.0706816,408.773376,39
6841,3449800290,13.3707847359028,5,2.75,5.84258824526219,6.69188641405602,"2","0","0","3",9,344.6702784,0,1996,0,98056,47.514,-122.176,301.93488,723.34306944,19
6843,2618300190,12.4490188241406,3,1.5,4.63591638396709,6.86331183893667,"1","0","0","5",7,103.1223744,0,1964,0,98042,47.422,-122.153,123.5610432,19.0451232,51
6845,424069150,13.3171074541968,4,2.5,5.43171771858712,8.35448583087704,"1","0","0","4",8,153.290016,75.2514624,1969,0,98075,47.5952,-122.056,236.902752,337.79545344,46
6846,856000255,13.5476311128087,3,1,4.77057326911335,6.40335854554444,"1","0","0","4",7,117.9868608,0,1956,0,98033,47.6874,-122.214,209.9608704,610.3729728,59
6847,1841500050,12.7217365459364,4,1.75,5.06218461970502,8.24446968183133,"1","0","0","3",8,157.935168,0,1961,0,98031,47.3439,-122.198,256.4123904,411.37466112,54
6848,3226059071,12.9621946252515,3,1,4.65377400136709,6.74498232531707,"1","0","0","5",7,104.9804352,0,1952,0,98033,47.7006,-122.197,179.3028672,802.31065344,63
6849,524059093,13.5606183083355,3,1.75,5.02625261047895,7.46168288509884,"1.5","0","0","4",7,152.3609856,0,1946,0,98004,47.5975,-122.196,155.1480768,101.82173184,69
6850,1568100225,12.7454857261481,2,1.5,4.57077708179613,6.67467668698586,"1","0","0","5",6,96.6191616,0,1953,0,98155,47.7349,-122.295,121.7029824,710.15083776,62
6851,4027700726,13.0607028442169,4,2.5,5.37312355432106,6.58568010233839,"2","0","0","3",8,215.5350528,0,1986,0,98028,47.7738,-122.266,194.1673536,519.04928448,29
6852,5198600005,12.1807548375459,3,1.5,4.7138779254368,6.58568010233839,"1","0","0","4",7,111.483648,0,1958,0,98002,47.3137,-122.212,129.1352256,703.46181888,57
6854,7979900006,13.0170028617465,3,1.5,5.37742463622045,6.9945581830428,"1","0","0","3",8,123.5610432,92.90304,1954,0,98155,47.7481,-122.292,244.3349952,85.28499072,61
6855,1102000527,14.1784160516536,4,3.75,6.0154310581016,6.75412375365086,"3","0","3","3",11,409.7024064,0,2001,0,98118,47.5427,-122.265,200.6705664,574.04788416,14
6857,9407110680,12.5425448821514,3,1.5,4.84636710848288,6.9651697240433,"2","0","0","3",7,127.2771648,0,1980,0,98045,47.4477,-121.77,129.1352256,781.96488768,35
6858,6084601060,12.5061772379805,3,2.5,5.10253591522858,6.68795895145881,"1","0","0","3",7,131.9223168,32.516064,1986,0,98001,47.326,-122.273,175.95835776,669.3664032,29
6859,993001330,12.9143547136744,3,2.25,4.87514607303292,4.81823794076104,"3","0","0","3",8,130.9932864,0,2005,0,98103,47.6916,-122.34,132.8513472,169.73385408,10
6861,5381000048,11.6082356447746,2,1,4.29583403512178,6.64176956898944,"1","0","0","3",6,73.3934016,0,1947,0,98188,47.4523,-122.286,83.612736,691.47732672,68
6862,5605000595,13.4371741172444,6,2.25,5.55040368884209,6.29868155691254,"1.5","0","0","3",8,196.9544448,60.386976,1921,0,98112,47.6466,-122.304,213.676992,500.46867648,94
6863,1124000050,13.0411533219788,4,1,4.76266808960623,6.67221059449067,"1.5","0","0","5",7,117.0578304,0,1951,0,98177,47.7181,-122.371,137.4964992,679.30702848,64
6865,2708100130,13.2176735572087,2,1,4.59921501711666,5.63016865731096,"1","0","0","4",7,80.8256448,18.580608,1926,0,98103,47.6828,-122.353,175.5867456,342.90512064,89
6867,525069099,13.4371741172444,3,2.5,5.37312355432106,9.92508390999487,"2","0","0","4",8,215.5350528,0,1993,0,98053,47.6847,-122.064,217.3931136,738.67207104,22
6868,3262300235,14.2569861035955,5,2.5,5.58586839841437,7.3189105430831,"2","0","0","4",8,266.6317248,0,1962,0,98039,47.6308,-122.238,266.6317248,207.35958528,53
6869,5104510130,12.6507584667916,4,2.5,5.13587233549617,6.17539570779428,"2","0","0","3",7,170.0125632,0,2003,0,98038,47.3565,-122.016,170.0125632,483.18871104,12
6870,7197350050,13.1372519898981,3,1.75,5.21969100737925,6.79269427172272,"1","0","0","3",8,110.5546176,74.322432,1977,0,98052,47.6617,-122.137,179.3028672,793.76357376,38
6871,2822049148,12.2876526325226,3,1,4.63591638396709,6.81669006802314,"1","0","0","3",7,103.1223744,0,1966,0,98198,47.369,-122.311,143.0706816,12.82061952,49
6872,7558300170,12.9922546920573,3,2.25,5.13587233549617,7.13254089742987,"1","0","3","4",7,108.6965568,61.3160064,1981,0,98034,47.7243,-122.21,182.0899584,68.84115264,34
6873,7852190050,13.3374747570213,6,3.5,5.81249021410491,6.45944801219548,"2","0","0","3",8,254.5543296,79.8966144,2004,0,98065,47.5401,-121.879,292.644576,577.76400576,11
6874,1277000020,13.7266793442577,4,2.5,5.69782730578477,6.67538016925195,"2","0","0","3",10,298.2187584,0,1998,0,98007,47.625,-122.144,274.063968,583.05947904,17
6876,9214400396,12.9831013100708,2,1,4.52150603278934,6.26197220762985,"1","0","0","3",7,80.8256448,11.1483648,1947,0,98115,47.6802,-122.298,118.9158912,517.19122368,68
6877,9406520290,12.6280670555895,3,2.25,5.02990447089772,7.05038123663431,"2","0","0","3",7,152.91840384,0,1996,0,98038,47.363,-122.035,153.66162816,727.52370624,19
6879,2474400250,12.6992433340574,3,2.25,5.36880389317655,6.50563739466486,"2","0","0","3",8,214.6060224,0,1990,0,98031,47.4051,-122.193,182.0899584,610.46587584,25
6880,3889100029,13.6047895266486,3,2.5,5.513634841055,6.88112046283089,"2","0","0","3",9,248.0511168,0,2003,0,98033,47.6673,-122.176,243.4059648,739.32239232,12
6881,11501310,13.4800378216761,3,3.25,5.64997128460714,6.73487345997822,"2","0","0","3",10,228.5414784,55.741824,1994,0,98052,47.6971,-122.101,277.7800896,781.87198464,21
6883,6668900005,12.4912515877638,2,1,4.17488142470411,6.24697460461418,"1","0","0","5",6,65.032128,0,1949,0,98155,47.7492,-122.311,114.2707392,679.30702848,66
6884,2346800005,13.2048645989161,3,1.5,5.06804973915741,6.65549315020923,"2","0","2","3",7,158.8641984,0,1944,0,98136,47.5175,-122.393,225.7543872,748.42689024,71
6885,2872900050,12.8992198260901,3,2.5,4.90311992507533,6.61896607997186,"1","0","0","3",8,134.709408,0,1984,0,98074,47.6256,-122.037,158.8641984,779.27069952,31
6887,7129301578,13.1123130415508,3,3.5,5.39865685632623,6.36413783239116,"2","0","3","3",8,155.1480768,65.9611584,1997,0,98118,47.5137,-122.252,235.9737216,403.94241792,18
6889,7788400170,12.3458345879053,3,1,4.46968096492476,6.91802294561759,"1","0","0","3",7,87.3288576,0,1957,0,98056,47.5121,-122.168,116.1288,63.45277632,58
6890,3831000010,12.3673407931263,4,1.5,5.09687017769291,6.34800845046127,"1.5","0","0","3",7,163.5093504,0,1951,0,98031,47.3871,-122.224,163.5093504,693.33538752,64
6891,3885803895,13.5450133102666,3,2,4.83904106839081,6.70083861432247,"1","0","2","4",6,126.3481344,0,1942,0,98033,47.6879,-122.208,235.0446912,646.97677056,73
6892,3810000480,12.7656884334656,3,1.75,5.22969109071383,6.34800845046127,"2","0","0","5",7,186.7351104,0,1939,0,98178,47.4975,-122.231,164.4383808,623.93681664,76
6893,6169901197,13.7101500423064,3,1.5,5.30166459033892,5.34692118192704,"2","0","2","5",8,150.5029248,50.1676416,1917,0,98119,47.6321,-122.371,238.7608128,293.75941248,98
6894,6882520050,12.4292161968444,3,1,4.45898567580801,6.33326616872407,"1","0","0","4",6,86.3998272,0,1973,0,98118,47.5289,-122.28,152.3609856,559.92662208,42
6895,2608300103,12.3238556811866,3,2.5,4.55135899593903,5.24450617649897,"2","0","0","3",7,66.8901888,27.870912,2004,0,98106,47.5294,-122.361,98.4772224,175.77255168,11
6896,3530400080,12.4490188241406,2,2,4.83904106839081,6.22404783621223,"1","0","0","3",8,126.3481344,0,1974,2003,98198,47.3804,-122.32,107.7675264,488.57708736,12
6898,4327600010,12.7248664389453,3,3,5.11377198849551,7.1230727534891,"1","0","0","3",7,110.5546176,55.741824,1988,0,98178,47.4958,-122.262,161.6512896,35.39605824,27
6899,6150200005,12.9251312078746,3,1,4.671318311018,6.44847898082491,"1","0","0","3",7,106.838496,0,1954,0,98133,47.727,-122.339,112.4126784,586.03237632,61
6901,6855100010,13.1323137082575,3,2.5,5.40702510599675,6.79342362835833,"1","0","0","5",7,129.1352256,93.8320704,1977,0,98034,47.7256,-122.211,186.7351104,804.91193856,38
6902,5249801440,12.4292161968444,3,1,5.0383739710113,6.56626201648129,"1.5","0","0","3",7,125.419104,28.7999424,1910,0,98118,47.5576,-122.277,162.58032,521.6505696,105
6903,5249801440,13.2533916398107,3,1,5.0383739710113,6.56626201648129,"1.5","0","0","3",7,125.419104,28.7999424,1910,0,98118,47.5576,-122.277,162.58032,521.6505696,105
6905,1137800460,13.0497926845695,3,2.5,5.58586839841437,7.77660663448051,"2","0","0","3",10,266.6317248,0,1988,0,98003,47.2769,-122.333,274.063968,295.61747328,27
6906,587550280,13.3455069287185,4,3.25,5.97611963788671,7.77567099837467,"2","0","3","3",10,329.805792,64.1030976,1989,0,98023,47.3241,-122.378,333.5219136,299.42649792,26
6907,871001365,13.3923905146174,3,1.75,5.11934303354496,6.16118898836246,"1","0","0","3",7,108.6965568,58.5289152,1952,0,98199,47.6514,-122.407,159.7932288,478.07904384,63
6909,1226039130,12.7798730684576,3,2.25,5.21465321334929,6.50563739466486,"1","0","0","3",8,120.773952,63.1740672,1964,0,98177,47.7625,-122.36,169.0835328,691.47732672,51
6911,3530200020,13.5797882244432,4,2.5,5.63681320002962,8.13957819979663,"2","0","0","3",9,280.5671808,0,1986,2007,98077,47.768,-122.092,280.5671808,373.37731776,8
6912,2386000020,13.6933429239901,4,2.25,6.02894477726832,8.98851652746575,"2","0","0","3",10,415.2765888,0,1991,0,98053,47.6377,-121.985,357.676704,789.76874304,24
6913,6738700225,13.8450693602058,4,3.25,5.57183308029799,5.91785072976274,"2","0","0","3",9,177.4448064,85.4707968,1912,2012,98144,47.5845,-122.291,254.5543296,403.10629056,3
6914,6821600005,13.4730202490175,4,1.75,5.28297245732677,6.21795532221307,"1","0","0","4",8,98.4772224,98.4772224,1941,0,98199,47.6501,-122.395,190.63703808,536.42215296,74
6915,3579000010,12.9669719281409,3,2.5,5.29702421078242,6.7579081556373,"2","0","0","3",8,199.741536,0,1988,0,98028,47.7445,-122.248,199.741536,116.50041216,27
6916,9359100101,14.1303212978043,5,2.25,5.78717240612062,7.15933605834844,"1","0","2","3",8,171.870624,154.2190464,1959,0,98040,47.5817,-122.246,248.9801472,728.63854272,56
6917,6819100122,13.210374254727,2,1,4.50109716115814,5.75533180026496,"1","0","0","3",7,90.1159488,0,1924,0,98109,47.6444,-122.357,109.6255872,368.54635968,91
6918,3908100020,13.1993244185405,4,1,4.83904106839081,6.28353496785906,"1.5","0","0","5",7,126.3481344,0,1951,0,98115,47.6827,-122.289,139.35456,517.65573888,64
6920,2872900280,13.1993244185405,4,2.25,5.64341388406098,6.8620484148899,"1","0","0","4",8,132.8513472,149.5738944,1984,0,98074,47.6268,-122.038,173.7286848,58.0644,31
6921,6437400101,12.5567295171433,2,1,4.38073347890826,6.50619279595656,"1","0","0","3",7,79.8966144,0,1918,0,98106,47.5361,-122.351,111.483648,632.85550848,97
6923,1115100169,12.6603279178078,3,1.75,5.17341025481524,6.48826514494038,"1","0","0","3",7,104.9804352,71.5353408,1977,0,98155,47.7569,-122.326,143.0706816,8.17546752,38
6924,2919702705,12.942039823273,2,1,4.81673531087651,6.23812099180767,"1","0","0","3",6,78.967584,44.5934592,1910,0,98117,47.6901,-122.362,111.483648,415.09078272,105
6925,7302000500,12.7512996960135,3,1.75,4.74666774825979,8.17163940856782,"1","0","0","3",7,115.1997696,0,1978,0,98053,47.6522,-121.97,191.3802624,392.32953792,37
6927,8665200020,12.8733890660556,3,1.75,5.1628281454847,7.08264082021341,"1","0","0","3",7,174.6577152,0,1959,0,98155,47.7681,-122.305,143.0706816,126.16232832,56
6928,3288301330,13.0710700830168,3,1.75,5.1681331977144,6.55442755883429,"1","0","0","3",8,132.8513472,42.7353984,1973,0,98034,47.7322,-122.185,175.5867456,751.49269056,42
6929,2621700010,13.2516357131085,4,2.25,5.34248658485917,8.26176968624976,"2","0","0","3",8,209.03184,0,1980,0,98053,47.6695,-122.05,218.322144,387.03406464,35
6931,1954440080,13.1843987683238,3,2.5,5.13587233549617,6.61374413599071,"2","0","0","3",8,170.0125632,0,1987,0,98074,47.6198,-122.044,188.5931712,651.15740736,28
6933,7937600380,12.9831013100708,4,2,5.20450084188527,8.44581686901118,"1","0","0","4",7,97.548192,84.5417664,1963,0,98058,47.4353,-122.084,217.3931136,438.87396096,52
6934,5153200651,12.3149270504423,3,1,4.73040722738801,8.79692277457667,"1","0","0","3",6,113.3417088,0,1952,0,98023,47.3261,-122.353,182.0899584,190.35832896,63
6935,2323069022,12.8739020181058,2,1,5.11934303354496,9.31729657838608,"1","0","0","4",7,111.483648,55.741824,1947,1977,98027,47.4617,-122.012,215.5350528,665.09286336,38
6936,1328340380,12.6603279178078,3,1.75,4.82422598260567,7.08100153956842,"1","0","0","3",7,81.7546752,42.7353984,1981,0,98058,47.4437,-122.137,139.35456,661.84125696,34
6937,2256500005,13.3244875614945,3,3,5.08544148186928,5.83988918829302,"1","0","0","3",7,161.6512896,0,1982,0,98122,47.6102,-122.309,170.0125632,298.59037056,33
6938,9828200545,13.2895712963882,3,1.75,5.05035016205801,5.40702510599675,"1","0","0","5",7,80.8256448,75.2514624,1922,0,98122,47.6155,-122.3,133.7803776,368.54635968,93
6939,686450080,13.5923670066501,4,2.25,5.70093772819916,6.66406463125937,"2","0","0","3",8,299.1477888,0,1968,0,98008,47.6381,-122.116,232.2576,643.53935808,47
6940,2571900380,12.3238556811866,3,2,5.00779054763922,6.65978807449211,"1","0","0","3",8,149.5738944,0,1990,0,98022,47.1958,-122.009,179.3028672,706.62052224,25
6942,3882320010,13.2445810101286,4,2.5,5.45581527016618,7.10843429696966,"1","0","0","3",8,141.2126208,92.90304,1979,0,98052,47.6558,-122.135,190.451232,51.93279936,36
6943,1377300020,13.3847276418718,3,1.5,5.28297245732677,6.66548609560675,"1","0","0","3",7,98.4772224,98.4772224,1940,0,98199,47.6438,-122.403,150.5029248,664.99996032,75
6945,1151100010,12.5425448821514,3,1,4.81673531087651,7.55500108076337,"1.5","0","0","3",5,123.5610432,0,1959,0,98045,47.4807,-121.775,125.419104,264.49495488,56
6946,7997200130,13.3846507158362,3,2.5,5.41532390881144,6.54645938918511,"1","0","2","4",8,112.4126784,112.4126784,1944,0,98117,47.6949,-122.389,217.3931136,632.85550848,71
6947,2419600005,12.9480099902596,3,1.75,4.94366601946968,6.38158474599488,"1","0","0","4",7,140.2835904,0,1954,0,98133,47.7321,-122.353,137.4964992,615.29683392,61
6949,8656300080,12.4874851049684,3,2,5.14674200773308,7.3370357150766,"1","0","0","3",7,171.870624,0,1992,0,98014,47.6565,-121.912,141.95584512,139.07585088,23
6950,9517200290,13.0856993930327,3,1.75,5.36446549157795,7.3333397491619,"1","0","0","3",7,113.3417088,100.3352832,1984,0,98072,47.7609,-122.144,180.2318976,195.5608992,31
6951,3123049142,13.0214374588144,3,2.25,5.48706781367028,7.22685899692255,"1","0","2","4",8,138.4255296,103.1223744,1956,0,98166,47.4326,-122.341,227.612448,214.51311936,59
6953,6150200280,12.8346813049525,2,1,5.12488321392058,6.67479396840276,"1.5","0","0","4",7,168.1545024,0,1943,0,98133,47.7275,-122.336,138.4255296,586.03237632,72
6955,8691310420,13.3613802778748,4,2.5,5.447847100517,6.85541359691243,"2","0","0","3",9,232.2576,0,1998,0,98075,47.5912,-121.986,268.4897856,16.07222592,17
6956,1402900380,12.5443290039449,4,2.5,5.1681331977144,6.47202315803209,"2","0","0","3",8,175.5867456,0,1997,0,98092,47.3328,-122.187,201.5995968,586.31108544,18
6957,2345500010,12.2572409321046,2,1.75,5.24450617649897,6.68331857190231,"1","0","0","4",6,132.8513472,56.6708544,1985,0,98003,47.2755,-122.308,121.7029824,660.5406144,30
6958,3279000460,12.1884177102915,3,2,4.80158350585591,6.47746651769816,"1","0","0","4",7,121.7029824,0,1979,0,98023,47.303,-122.383,129.1352256,632.85550848,36
6959,723000114,14.1484049732376,5,3.5,5.92034760996132,6.67279831122813,"2","0","1","5",9,264.773664,107.7675264,1971,0,98105,47.6578,-122.286,242.4769344,545.71245696,44
6960,5145100080,13.0710700830168,3,1.75,5.10816973294684,6.61511442583452,"1","0","0","2",7,112.4126784,52.9547328,1977,0,98034,47.7275,-122.219,151.4319552,633.41292672,38
6961,8078410280,13.2176735572087,3,2.5,5.21465321334929,6.73553585788277,"2","0","0","4",8,183.9480192,0,1987,0,98074,47.6366,-122.029,179.3028672,737.55723456,28
6962,3885806105,14.2729354050031,3,3.25,5.83718282669528,6.50563739466486,"2","0","0","3",11,342.8122176,0,2007,0,98033,47.6815,-122.2,174.6577152,610.3729728,8
6964,3826000280,12.5135573452781,3,1,4.65377400136709,6.62342043032124,"1.5","0","0","3",6,104.9804352,0,1934,0,98168,47.4935,-122.306,100.3352832,679.30702848,81
6965,1421079007,12.9202618810568,3,2.75,5.43981492881974,9.87484232070747,"1.5","0","0","3",8,173.7286848,56.6708544,2000,0,98010,47.3085,-121.888,189.5222016,279.26653824,15
6967,4136880460,12.663497492569,4,2.5,5.22969109071383,6.50924200136829,"2","0","0","3",8,186.7351104,0,1995,0,98092,47.2588,-122.21,200.6705664,648.27741312,20
6968,7885100005,12.6081988523728,4,2,5.37312355432106,7.01646301843085,"1","0","0","3",7,159.7932288,55.741824,1943,2014,98108,47.5246,-122.325,129.1352256,536.42215296,1
6969,3037200010,13.011431816697,2,2.25,4.69707080712042,5.26872043461957,"2","0","0","3",7,109.6255872,0,2004,0,98122,47.6032,-122.31,143.999712,318.28581504,11
6971,3401700185,13.407542319638,4,2,5.62011832145745,8.49364491507771,"2","0","0","3",8,275.9220288,0,1924,1985,98072,47.7333,-122.128,304.7219712,450.48684096,30
6972,2141300080,13.4687859448787,5,2.5,5.64669795926217,7.11268187617139,"1","0","0","4",8,147.7158336,135.6384384,1975,0,98006,47.5596,-122.142,236.902752,46.73022912,40
6973,3387800380,12.2783933071098,4,1.75,5.02013638346152,6.61099791032268,"1","0","0","3",7,151.4319552,0,1959,0,98031,47.3948,-122.201,151.4319552,648.64902528,56
6975,1687900170,13.3816459753344,4,2.25,5.30628353619521,6.64055671256423,"2","0","1","4",8,201.5995968,0,1983,0,98006,47.5634,-122.128,241.547904,801.84613824,32
6977,1710400005,13.4444468765734,3,2,5.10253591522858,5.11934303354496,"3","0","0","3",8,164.4383808,0,1999,0,98122,47.6102,-122.314,175.5867456,337.51674432,16
6978,2473420170,12.6760762747759,4,2.75,5.27824431613082,7.11630835340056,"1","0","0","4",7,119.8449216,76.1804928,1979,0,98058,47.4513,-122.16,183.9480192,55.37021184,36
6979,1056200010,13.5278284855125,3,1.75,4.99529038487499,6.64600301952137,"1","0","0","4",8,147.7158336,0,1956,0,98004,47.5855,-122.194,183.0189888,744.33915648,59
6980,263000359,12.7798730684576,3,2.25,4.84636710848288,4.9528948259073,"3","0","0","3",8,127.2771648,0,2005,0,98103,47.6982,-122.347,127.2771648,161.6512896,10
6981,6624010170,12.4130868149145,3,1.75,4.86086011578545,6.53290122458626,"1","0","0","4",7,129.1352256,0,1975,0,98031,47.4183,-122.182,135.6384384,656.26707456,40
6982,824059265,13.959610901938,3,1.75,5.02625261047895,6.87949716335769,"1","0","2","4",8,152.3609856,0,1968,0,98004,47.5873,-122.205,244.3349952,243.87048,47
6983,2869100080,13.5197963138152,3,2.5,5.513634841055,7.03192617848421,"2","0","0","3",8,248.0511168,0,1986,0,98052,47.6677,-122.15,222.967296,746.19721728,29
6984,203100440,14.0061309175729,3,3.75,6.21795532221307,7.73997773560719,"2","0","0","3",11,501.676416,0,1997,0,98053,47.6426,-121.955,157.0061376,257.52722688,18
6986,3342100780,13.2759424653326,3,2.5,5.48706781367028,6.16079690837313,"2","0","1","3",8,241.547904,0,1998,0,98056,47.5175,-122.205,210.8899008,497.031264,17
6987,475000080,13.1519221796459,2,1.5,4.86802860526406,6.14099428107695,"1","0","0","4",7,106.838496,23.22576,1904,0,98107,47.6681,-122.362,142.1416512,418.5281952,111
6989,3878900185,12.6218180630459,3,1.5,5.02625261047895,6.26321191380119,"1","0","0","3",8,152.3609856,0,1952,0,98178,47.509,-122.251,152.3609856,514.03252032,63
6990,6791100280,12.9715404876697,3,1.75,5.07388065946821,7.25449518223881,"1","0","0","4",7,94.7611008,65.032128,1970,0,98075,47.579,-122.051,172.7996544,146.69390016,45
6991,1926059099,13.4701993726759,5,3.25,5.64997128460714,6.99778975316522,"2","0","0","3",8,284.2833024,0,2004,0,98034,47.7212,-122.222,170.9415936,24.24769344,11
6993,3260800190,12.6915804613119,3,2.5,5.22470354920279,6.50633159809433,"2","0","0","3",8,185.80608,0,1998,0,98003,47.3499,-122.302,202.5286272,642.05290944,17
6994,2954400190,14.0745230576927,4,2.75,6.10225345276052,7.86404655229521,"2","0","0","3",12,446.8636224,0,1990,0,98053,47.6642,-122.069,440.3604096,355.91154624,25
6995,7715600050,12.8609986132699,3,1.75,4.97624218990429,6.31494758820038,"1","0","0","4",6,72.4643712,72.4643712,1944,0,98125,47.719,-122.307,122.6320128,658.77545664,71
6997,4027700797,12.9784930069846,3,2,5.18388155468254,6.50563739466486,"1","0","0","3",7,120.773952,57.5998848,1984,0,98028,47.7703,-122.265,186.7351104,610.3729728,31
6999,8069000216,12.7832476498377,3,2,5.05628489757783,6.84032232071197,"1","0","2","5",7,87.3288576,69.67728,1928,0,98178,47.5102,-122.241,222.0382656,577.11368448,87
7000,3401700255,13.2963166845278,4,2,5.6597274595525,8.99884284726755,"1","0","0","4",7,147.7158336,139.35456,1974,0,98072,47.7275,-122.122,237.8317824,735.42046464,41
7001,4083306720,13.2356920627113,4,1.5,5.11377198849551,5.76119691971736,"1","0","0","4",7,94.7611008,71.5353408,1923,0,98103,47.6489,-122.337,156.0771072,348.66510912,92
7002,6377200010,14.5925392225049,4,3,6.0897009866894,7.60891471107678,"1.5","0","0","5",11,441.28944,0,1976,0,98004,47.6454,-122.218,289.8574848,240.06145536,39
7003,2767601100,13.1480311241529,4,2,5.26872043461957,5.91785072976274,"1","0","0","3",7,137.4964992,56.6708544,1951,0,98107,47.6751,-122.379,140.2835904,470.46099456,64
7004,2856100185,12.8076526325646,2,1,4.14589388783086,5.46764972781318,"1","0","0","4",5,63.1740672,0,1901,0,98117,47.6767,-122.388,104.0514048,477.89323776,114
7005,3438500797,12.8158382171511,4,1.75,5.27349371337222,7.01161796676765,"1","0","0","3",7,95.6901312,99.4062528,1964,0,98106,47.55,-122.356,108.6965568,597.27364416,51
7006,6738700275,13.6762484906308,4,2.75,5.57536042081596,5.91785072976274,"1.5","0","0","5",8,182.0899584,81.7546752,1912,0,98144,47.5846,-122.291,255.48336,403.10629056,103
7008,713500020,14.142653699297,4,4.5,6.03340907039701,7.74106849055808,"2","0","2","3",11,353.031552,64.1030976,1998,0,98006,47.5544,-122.147,313.0832448,341.8831872,17
7009,5412310170,12.083905011556,3,1.75,4.671318311018,6.62082447114042,"1","0","0","4",7,106.838496,0,1983,0,98030,47.3766,-122.18,143.0706816,625.2374592,32
7011,1121000414,13.5278284855125,4,2.75,5.67895882148039,6.37890821129461,"1","0","3","3",8,168.1545024,124.4900736,1976,0,98126,47.5424,-122.381,209.03184,558.53307648,39
7012,4239400920,11.9117015849276,3,1,4.6177340648839,5.561175785824,"1","0","0","3",6,101.2643136,0,1969,0,98092,47.3162,-122.183,96.6191616,325.90386432,46
7013,9408300380,13.312983737013,3,2.5,5.513634841055,8.39186493838431,"2","0","3","3",9,248.0511168,0,1981,0,98072,47.7443,-122.114,256.4123904,424.5668928,34
7015,6669080010,12.9333796777368,4,2.25,5.10253591522858,6.1871142166905,"2","0","0","3",7,164.4383808,0,2007,0,98056,47.5137,-122.189,229.4705088,475.38485568,8
7016,1446400670,12.205822614275,3,1.5,4.94366601946968,6.41862601767523,"1","0","0","3",6,140.2835904,0,1938,0,98168,47.4821,-122.331,91.9740096,574.04788416,77
7017,203100460,12.8992198260901,1,1,3.89667809620688,7.14741817875015,"1","0","0","4",6,49.2386112,0,1949,0,98053,47.6422,-121.954,179.3028672,265.2381792,66
7019,8078570380,12.5845090812504,5,2.5,5.44383907911946,6.56835133560121,"1","0","0","4",7,138.4255296,92.90304,1989,0,98031,47.4022,-122.171,179.3028672,626.44519872,26
7021,9259900010,13.053549061404,4,2,5.07967777715253,6.74410733893291,"2","0","0","3",8,160.7222592,0,1957,0,98125,47.7181,-122.316,130.9932864,618.45553728,58
7022,4223400050,12.7068479334427,2,1.5,4.89619948223076,7.01262231904491,"1","0","0","4",8,133.7803776,0,1978,0,98002,47.2909,-122.219,135.6384384,791.5339008,37
7023,686400380,13.5541457938299,7,2.25,5.71328356402146,6.62896061069685,"2","0","0","5",8,302.8639104,0,1967,0,98008,47.6336,-122.115,217.3931136,683.20895616,48
7024,1102001112,13.5954871339863,4,2.25,5.1993857412185,6.47746651769816,"1","0","1","3",8,134.709408,46.45152,1957,0,98118,47.5426,-122.262,170.9415936,564.01435584,58
7025,241900020,12.8447636402941,5,2.5,5.53951428904282,6.21795532221307,"2","0","0","3",8,254.5543296,0,2005,0,98031,47.4036,-122.205,269.418816,502.6054464,10
7026,8691300380,13.5860973936365,3,2.75,5.60996594999344,7.05624447177585,"2","0","0","3",10,273.1349376,0,1997,0,98075,47.5879,-121.973,288.9284544,47.28764736,18
7027,3426049132,13.0389817684653,3,2,4.7138779254368,6.52216669661607,"1","0","0","3",7,111.483648,0,1955,0,98115,47.6986,-122.286,162.58032,689.43345984,60
7028,3904901190,13.2481145827099,3,2.5,5.25910497592012,6.92105283362619,"2","0","0","3",8,192.3092928,0,1986,0,98029,47.5665,-122.023,206.2447488,53.51215104,29
7030,1021049022,12.9360337992128,2,1,4.58034653281228,8.62778249294961,"1","0","0","4",7,97.548192,0,1943,0,98001,47.3226,-122.287,128.2061952,314.66259648,72
7031,5634500179,12.9586672847335,4,1.5,5.13587233549617,6.47532136135177,"1","0","0","3",7,100.3352832,69.67728,1967,0,98028,47.7494,-122.236,153.290016,775.83328704,48
7033,6666860170,12.8076526325646,3,2.5,5.32001372900712,6.8032697979698,"2","0","0","3",8,204.386688,0,1987,0,98031,47.4197,-122.205,204.386688,802.86807168,28
7034,9828200605,13.3550611415234,4,2,5.18907637155964,5.70712969844708,"1.5","0","0","4",7,179.3028672,0,1911,0,98122,47.6156,-122.299,137.4964992,368.54635968,104
7037,2522029136,12.6443275764613,3,1.75,4.97624218990429,8.94226763717664,"1","0","0","3",7,144.9287424,0,1974,0,98070,47.3674,-122.503,195.096384,264.40205184,41
7038,1149900050,13.4828311195818,4,2.5,5.55400729634539,6.60912115030982,"2","0","0","4",10,258.2704512,0,1992,0,98029,47.5608,-122.016,246.193056,678.74961024,23
