"attribute_0","id","price","bedrooms","bathrooms","sqm_living","sqm_lot","floors","waterfront","view","condition","grade","sqm_above","sqm_basement","yr_built","yr_renovated","zipcode","lat","long","sqm_living15","sqm_lot15","age"
6743,5469700052,12.5245263766487,3,1.5,4.94366601946968,7.31656761088118,"1","0","0","3",7,140.2835904,0,1970,0,98031,47.3926,-122.167,153.290016,155.79839808,45
6746,2721059173,12.22859216696,3,1.75,4.76266808960623,7.23960656974506,"1.5","0","0","4",7,117.0578304,0,1983,0,98092,47.2737,-122.153,222.967296,276.20073792,32
6750,8572900275,12.563747089802,2,1,4.28309500934435,5.7771508476596,"1","0","0","4",5,72.4643712,0,1930,0,98045,47.4944,-121.789,112.4126784,584.08141248,85
6754,5700001640,13.8537692700814,4,1,5.75826865993827,6.14099428107695,"2","0","0","5",8,203.4576576,113.3417088,1910,0,98144,47.5807,-122.291,236.902752,470.46099456,105
6756,7300400670,12.5317727851695,4,2.5,5.14674200773308,6.30311313055338,"2","0","0","3",8,171.870624,0,1998,0,98092,47.3322,-122.173,220.1802048,567.45176832,17
6765,8011100050,12.7656884334656,2,1,4.73040722738801,7.88855801556231,"1","0","0","4",7,113.3417088,0,1953,0,98056,47.4952,-122.172,254.5543296,580.73690304,62
6768,8731981680,12.6475481911614,4,2.25,5.73752717563145,6.61099791032268,"2","0","0","4",8,310.2961536,0,1973,0,98023,47.317,-122.385,207.1737792,671.31736704,42
6772,6190701112,12.8891694902366,3,1,5.21465321334929,6.78704985410304,"1","0","0","3",7,100.3352832,83.612736,1949,0,98133,47.7551,-122.353,156.0771072,777.50554176,66
6776,4302700425,12.9598444479066,5,2.75,5.27824431613082,6.16471080769426,"2","0","0","3",7,173.7286848,22.2967296,1947,1983,98106,47.5294,-122.357,146.7868032,479.47258944,32
6778,3625600190,14.042646130548,4,2.5,5.78717240612062,7.10416859884995,"2","0","0","4",10,326.0896704,0,1966,0,98040,47.5306,-122.227,300.0768192,121.98169152,49
6787,6083000050,12.3673407931263,3,1.75,5.17341025481524,6.67631737644332,"1","0","0","3",6,88.257888,88.257888,1980,0,98168,47.4868,-122.303,127.2771648,13.65674688,35
6790,8651510380,13.1974708498911,3,2,5.25910497592012,6.75021622669913,"1","0","0","3",8,113.3417088,78.967584,1982,0,98074,47.6491,-122.061,193.2383232,779.17779648,33
6794,1727001300,14.4573644441367,4,3.25,5.94983377561579,9.25469623953393,"2","0","0","3",11,383.6895552,0,1978,0,98005,47.6392,-122.165,291.7155456,306.95164416,37
6798,1450300050,12.3236334342693,4,2.5,5.34692118192704,6.80223791262388,"1","0","0","4",7,141.2126208,68.7482496,1965,0,98002,47.286,-122.218,162.58032,802.96097472,50
6800,624100010,13.3770055957779,3,2.5,5.60655879167182,7.52227610037329,"1.5","0","0","3",9,272.2059072,0,1983,0,98077,47.7234,-122.066,293.5736064,263.75173056,32
6809,6679000130,12.5245263766487,3,2.5,4.97624218990429,5.97706258939458,"2","0","0","3",7,144.9287424,0,2002,0,98038,47.3834,-122.027,155.1480768,422.15141376,13
6812,9834201205,12.8609986132699,1,1,4.05352056769985,6.16079690837313,"1","0","0","3",6,57.5998848,0,1954,0,98144,47.5699,-122.287,143.0706816,310.66776576,61
6816,1328330190,12.6760762747759,3,1.75,5.22470354920279,6.80984876906785,"1","0","0","4",8,130.064256,55.741824,1978,0,98058,47.4417,-122.134,175.5867456,678.28509504,37
6820,617000089,12.5208833853702,2,1,4.33310542991901,6.35610566069389,"1","0","0","4",6,76.1804928,0,1954,0,98166,47.4163,-122.34,130.9932864,157.09904064,61
6822,3438500430,12.5061772379805,3,1.75,4.86086011578545,6.92077776829644,"1","0","0","3",6,79.8966144,49.2386112,1957,0,98106,47.5517,-122.36,129.1352256,47.3805504,58
6831,8835900086,12.7656884334656,4,3,5.74943207813777,7.31242323232685,"1","0","1","3",8,216.4640832,97.548192,1959,0,98118,47.5501,-122.261,232.2576,59.27213952,56
6834,8563010420,13.0170028617465,3,1.75,4.97624218990429,6.7252190544127,"1","0","0","4",8,144.9287424,0,1972,0,98008,47.6243,-122.1,184.8770496,674.0115552,43
6838,3204300225,13.1382367265606,2,1,4.7138779254368,5.447847100517,"2","0","2","3",7,101.2643136,10.2193344,1927,0,98112,47.6304,-122.301,249.9091776,458.19779328,88
6842,2426059071,13.4224679698547,3,2.5,5.37312355432106,9.12105438523664,"1","0","0","4",8,128.2061952,87.3288576,1978,0,98072,47.7323,-122.116,262.9156032,497.12416704,37
6844,6181400920,12.5660207269054,3,2.5,5.13587233549617,6.14039410100491,"2","0","0","3",7,170.0125632,0,2004,0,98001,47.3035,-122.283,231.14276352,470.36809152,11
6853,7677300010,13.557387287754,4,1,5.07388065946821,6.0154310581016,"1.5","0","2","3",7,159.7932288,0,1928,0,98117,47.6791,-122.402,198.8125056,439.15267008,87
6856,1115800440,13.1711535415738,4,1.75,5.03233165655533,6.6786565587965,"1","0","0","3",8,153.290016,0,1970,0,98052,47.6652,-122.146,157.935168,714.33147456,45
6860,2475200290,12.7145274611502,2,1.75,5.06804973915741,5.96354085567985,"1","0","0","3",7,158.8641984,0,1987,0,98055,47.4732,-122.188,163.5093504,409.60950336,28
6864,3558900430,13.3293775467887,3,2.25,5.36446549157795,6.61933803459768,"1","0","0","4",8,120.773952,92.90304,1979,0,98034,47.7091,-122.198,196.9544448,777.1339296,36
6866,1236300290,13.8737794660882,4,3.5,5.87962951694254,6.62342043032124,"2","0","1","3",11,225.7543872,131.9223168,1995,0,98033,47.6855,-122.19,243.4059648,766.82169216,20
6875,567000660,12.9598444479066,4,2,4.93033248860021,6.19926318920092,"1","0","0","3",7,103.1223744,35.3031552,1977,0,98144,47.5949,-122.296,123.5610432,180.41770368,38
6878,2112700895,12.5281561446993,2,1,4.20305230167081,5.91785072976274,"1","0","0","3",6,66.8901888,0,1918,0,98106,47.5346,-122.353,151.4319552,403.10629056,97
6882,5672000020,12.5135573452781,3,1.5,4.85363986781196,6.99626031111333,"1","0","0","4",7,128.2061952,0,1963,0,98055,47.4243,-122.202,153.290016,799.24485312,52
6886,4040600190,13.1411851316449,5,2.25,5.25426235144434,6.72878094597906,"1","0","0","4",7,122.6320128,68.7482496,1961,0,98007,47.6122,-122.137,190.451232,732.35466432,54
6888,3955900500,12.9597267939268,4,2.5,5.5467870483719,6.24787364270404,"2","0","0","3",7,256.4123904,0,2001,0,98056,47.4814,-122.189,248.0511168,512.63897472,14
6897,1099760470,11.9934980455652,4,1.75,5.07388065946821,6.50563739466486,"1","0","0","3",7,113.3417088,46.45152,1974,0,98023,47.306,-122.375,166.2964416,610.3729728,41
6900,4019300480,13.1277488496807,4,3.5,5.52850500353446,7.17175590283688,"2","0","0","4",8,251.7672384,0,1968,0,98155,47.7601,-122.286,147.7158336,317.35678464,47
6904,7524350080,12.7654026783558,4,2.5,5.36010818620899,6.70585344133536,"2","0","0","3",8,212.7479616,0,1994,0,98198,47.3762,-122.318,197.8834752,731.89014912,21
6908,1430800279,13.0583580474284,4,1.75,5.61674563697881,6.9605097604517,"1","0","0","4",8,145.8577728,129.1352256,1946,0,98166,47.4738,-122.353,154.2190464,740.34432576,69
6910,7254000050,13.2979959460475,3,2.5,5.07967777715253,5.498920370701,"2","0","0","3",8,160.7222592,0,2001,0,98005,47.5878,-122.165,160.7222592,315.12711168,14
6919,6392001950,12.9831013100708,3,2.5,4.91681876943349,5.63016865731096,"1","0","0","3",7,86.3998272,50.1676416,1985,0,98115,47.6832,-122.286,136.5674688,510.22349568,30
6922,7227502155,12.2452933586835,2,1,4.33310542991901,6.27202254348335,"1","0","0","5",5,76.1804928,0,1942,0,98056,47.4915,-122.184,92.90304,517.19122368,73
6926,6021503656,12.8346813049525,3,2.5,4.81673531087651,4.5935917595623,"3","0","0","3",8,123.5610432,0,2004,0,98117,47.6835,-122.387,123.5610432,60.94439424,11
6930,1824079073,13.8003969201542,5,4.25,6.06842358824211,9.21797468933146,"2","0","0","3",10,302.8639104,129.1352256,1999,0,98024,47.5669,-121.956,261.0575424,194.1673536,16
6932,7452500285,12.5425448821514,2,1,4.20305230167081,6.14099428107695,"1","0","0","5",6,66.8901888,0,1951,0,98126,47.5195,-122.374,75.2514624,470.46099456,64
6941,1026069120,13.2877083099912,2,3,5.68212839624167,8.73095139846284,"2","0","0","3",7,293.5736064,0,1993,0,98077,47.7479,-122.034,291.7155456,394.18759872,22
6944,1124000005,13.1203613747337,3,2.5,5.26872043461957,6.67221059449067,"2","0","0","3",8,194.1673536,0,1951,1977,98177,47.7195,-122.371,152.3609856,679.30702848,38
6948,5727000010,12.6760450242876,4,2.5,5.28297245732677,6.1979415615187,"2","0","0","3",7,196.9544448,0,2003,0,98031,47.4217,-122.201,184.8770496,491.9215968,12
6952,4139500080,14.2129434943752,4,4.25,6.17636142491424,7.10241133056721,"2","0","3","3",12,397.6250112,83.612736,1998,0,98006,47.5513,-122.109,467.3022912,182.46157056,17
6954,6021500840,13.2844822268808,5,3,5.31545791247125,6.12079157375943,"2","0","0","5",7,138.4255296,65.032128,1940,0,98117,47.6892,-122.386,127.2771648,446.30620416,75
6963,5702380780,12.3883942023241,3,1.75,4.96333878506838,6.43172171171469,"1","0","0","3",7,111.483648,31.5870336,1991,0,98022,47.1938,-121.981,143.0706816,613.81038528,24
6966,3702900185,13.3692234553359,3,2.5,5.47934576757637,6.54645938918511,"2","0","0","3",9,239.6898432,0,1991,0,98116,47.5577,-122.396,84.5417664,567.45176832,24
6970,4309710250,13.5096645148848,4,2.5,5.68843756543493,7.61822563718894,"2","0","3","3",9,295.4316672,0,2000,0,98059,47.515,-122.117,345.1347936,323.85999744,15
6974,2310000280,12.5245263766487,3,2.25,5.01398251788714,6.39019536671045,"2","0","0","4",7,150.5029248,0,1989,0,98038,47.3577,-122.038,152.3609856,614.73941568,26
6976,8079000190,12.9360337992128,4,2.5,5.29702421078242,6.63239240717684,"2","0","0","3",8,199.741536,0,1987,0,98059,47.511,-122.153,193.2383232,642.51742464,28
6985,9542800290,12.2876526325226,3,2,5.05628489757783,6.44109887352728,"1","0","0","3",7,112.4126784,44.5934592,1977,0,98023,47.3021,-122.375,179.3028672,621.42843456,38
6988,1562100380,13.2946345983448,4,1.75,5.29236219767661,6.61099791032268,"1","0","0","4",8,130.9932864,67.8192192,1965,0,98007,47.622,-122.139,193.2383232,671.31736704,50
6992,2881700547,12.3059179804999,3,1,4.671318311018,6.51393619747955,"1","0","0","3",7,106.838496,0,1959,0,98133,47.7344,-122.333,111.483648,663.04899648,56
6996,3158500460,12.7924694561432,3,2.5,5.25910497592012,6.07677570875029,"2","0","0","3",8,192.3092928,0,2013,0,98038,47.3545,-122.056,174.6577152,445.4700768,2
6998,9161100460,13.1711535415738,2,1,4.53155636864285,6.13094394522344,"1","0","0","3",7,74.322432,18.580608,1948,0,98116,47.5671,-122.394,98.4772224,504.27770112,67
7007,1761100190,12.3238556811866,3,2.25,4.91681876943349,6.44965475991392,"1","0","0","3",7,107.7675264,28.7999424,1984,0,98023,47.2884,-122.365,145.8577728,662.3986752,31
7010,7751800080,13.0497926845695,3,1.5,4.90999280436309,6.82196766070518,"1","0","0","3",7,135.6384384,0,1956,0,98008,47.6346,-122.127,149.5738944,3.99483072,59
7014,6865200095,13.4939269338368,3,2,5.27824431613082,6.28941428619522,"1.5","0","0","4",7,184.8770496,11.1483648,1927,0,98103,47.6645,-122.342,150.5029248,425.58882624,88
7018,9523102750,13.6762484906308,3,1.5,5.41532390881144,6.14099428107695,"2","0","0","4",8,204.386688,20.4386688,1925,0,98103,47.6744,-122.353,192.3092928,470.46099456,90
7020,1423800080,12.3238556811866,3,1,4.52150603278934,6.61249678644642,"1","0","0","4",7,91.9740096,0,1966,0,98058,47.4557,-122.181,117.0578304,749.35592064,49
7029,1789900080,12.2546246861123,3,1.75,4.98263198800306,7.27690235448875,"1","0","0","3",7,145.8577728,0,1981,0,98023,47.3207,-122.362,185.80608,318.6574272,34
7032,795002455,12.4722756863048,2,1,4.50109716115814,7.0572850129511,"1","0","0","3",6,90.1159488,0,1941,0,98168,47.5102,-122.33,118.9158912,553.14470016,74
7036,4449800345,13.2776562618104,3,2.5,5.11377198849551,5.90830531691921,"2","0","0","3",8,166.2964416,0,1992,0,98117,47.6894,-122.391,124.4900736,400.04049024,23
7040,3395800660,12.1547793511426,3,1,5.02625261047895,6.62342043032124,"1","0","0","3",6,96.6191616,55.741824,1939,0,98146,47.482,-122.34,148.644864,679.30702848,76
7042,5379805120,12.2690474446916,2,1,4.23045127585892,6.53033000725523,"1","0","0","4",6,68.7482496,0,1951,0,98188,47.4481,-122.278,139.35456,5.48127936,64
7051,4222200280,12.3238556811866,3,2,4.90999280436309,6.57795805624448,"1","0","0","3",7,135.6384384,0,1968,0,98003,47.3467,-122.306,143.0706816,644.37548544,47
7054,1703900005,13.0497926845695,3,1,4.72217672825149,6.11506089905044,"1","0","0","4",6,112.4126784,0,1949,0,98118,47.5551,-122.273,99.4062528,462.75004224,66
7058,8961970190,13.380101573483,4,2.5,5.64341388406098,6.46119194520541,"2","0","0","3",8,282.4252416,0,1999,0,98074,47.6073,-122.015,259.1994816,610.00136064,16
7062,1338801060,13.2356920627113,4,1.5,5.12488321392058,5.75533180026496,"2","0","0","3",8,168.1545024,0,1926,0,98112,47.6264,-122.302,164.4383808,368.54635968,89
7064,327000050,14.2209756660724,4,3.25,5.88222355211958,6.50549849613001,"2","0","1","3",9,266.6317248,91.9740096,2005,0,98115,47.6855,-122.269,273.1349376,781.96488768,10
7073,1523059180,12.7795913386346,3,1,5.07388065946821,7.33806330908609,"1","0","0","4",7,159.7932288,0,1971,0,98059,47.4772,-122.153,143.999712,192.03058368,44
7076,269000950,13.8054602221108,3,4,5.46764972781318,5.89253292177845,"2","0","2","3",8,190.451232,46.45152,1940,2003,98199,47.6415,-122.392,217.3931136,562.5279072,12
7080,8944360290,13.0752717698705,3,2.5,5.08544148186928,6.13296210937968,"2","0","0","3",8,161.6512896,0,1992,0,98029,47.5772,-121.998,161.6512896,472.22615232,23
7084,3582750170,12.9239124386805,2,2.25,5.0383739710113,5.28673894012224,"2","0","0","4",8,154.2190464,0,1974,0,98028,47.7528,-122.252,152.3609856,271.64848896,41
7086,2571910380,12.5741819670946,3,2,5.05035016205801,6.66264114347452,"1","0","0","3",7,156.0771072,0,1993,0,98022,47.1969,-122.011,184.8770496,713.21663808,22
7095,8563030280,13.4588356140255,3,2.5,5.23959216169654,6.65954995090485,"2","0","0","4",9,188.5931712,0,1975,0,98008,47.6272,-122.095,227.612448,679.77154368,40
7098,5727500019,12.8866410438833,4,3,5.21465321334929,6.60233549974403,"1","0","0","4",7,107.7675264,76.1804928,1983,0,98133,47.7513,-122.334,177.4448064,665.83608768,32
7102,9297300480,13.5476311128087,4,3.5,5.5467870483719,5.91785072976274,"2","0","2","3",8,185.80608,70.6063104,1926,2014,98126,47.5687,-122.374,157.0061376,403.10629056,1
7106,5379800446,12.5567295171433,3,2.5,5.29702421078242,6.76960294049932,"1","0","0","3",8,143.999712,55.741824,1968,0,98188,47.4578,-122.274,181.160928,751.77139968,47
7108,6817801150,13.2267233927286,4,2.5,5.30166459033892,6.92826912436159,"1","0","0","4",8,133.7803776,66.8901888,1981,2003,98074,47.6333,-122.034,118.9158912,81.19725696,12
7117,2222059099,12.2783933071098,3,1.5,4.74666774825979,6.77279783139584,"1","0","0","4",7,115.1997696,0,1966,0,98042,47.3727,-122.162,209.9608704,642.05290944,49
7120,6055000430,13.0668506674741,4,3.5,6.00631937775034,8.14767694017235,"2","0","3","3",8,258.2704512,147.7158336,1996,0,98022,47.241,-121.979,265.7026944,398.0895264,19
7124,1454100480,12.8439713518596,2,1,4.40372299713296,6.35141726798178,"1","0","0","4",7,81.7546752,0,1949,0,98125,47.7262,-122.285,209.9608704,123.00362496,66
7128,1026069163,13.3534750983677,3,2.5,5.43171771858712,8.18982196413894,"2","0","0","3",9,228.5414784,0,1999,0,98077,47.7602,-122.022,229.4705088,481.05194112,16
7130,4047200380,13.0389817684653,2,1.5,5.53585797783971,7.52111965305131,"1","0","0","4",8,145.8577728,107.7675264,1976,0,98019,47.7698,-121.898,134.709408,250.74530496,39
7139,4232901990,13.312983737013,2,1,4.4372456891716,5.81249021410491,"1","0","0","4",7,84.5417664,0,1909,0,98119,47.6341,-122.361,159.7932288,368.54635968,106
7142,5116000250,12.6760762747759,3,1.75,5.32906356452703,6.98651914205777,"1","0","0","3",7,117.9868608,88.257888,1950,0,98028,47.7762,-122.27,138.4255296,0.37161216,65
7146,7936000562,13.4883944162671,3,2.25,5.51737316316561,6.87720095109734,"1","0","1","3",8,143.0706816,105.9094656,1963,0,98116,47.561,-122.398,198.8125056,637.68646656,52
7150,9407001700,12.4490188241406,2,1,4.49073437412259,7.57388592757362,"1","0","0","3",7,89.1869184,0,1977,0,98045,47.4485,-121.774,115.1997696,792.64873728,38
7152,4037200585,12.8865144535926,3,2.5,4.6177340648839,6.57277669750248,"1","0","0","4",7,101.2643136,0,1957,0,98008,47.607,-122.12,161.6512896,648.64902528,58
7161,1036450170,13.3999951140026,3,3.5,5.53951428904282,5.86260225553226,"2","0","0","3",9,203.4576576,51.096672,2001,0,98034,47.7195,-122.182,191.3802624,351.08058816,14
7164,4057300170,12.6280670555895,2,1.5,4.66258463104925,5.62347966916016,"2","0","0","3",7,105.9094656,0,1988,0,98029,47.5707,-122.018,106.838496,327.20450688,27
7168,2487700130,13.4730202490175,4,2.5,5.53218824895075,6.61099791032268,"1","0","0","4",7,126.3481344,126.3481344,1955,0,98136,47.5237,-122.391,166.2964416,671.31736704,60
7172,1025049174,14.042646130548,4,2.5,5.69470717844853,6.5511152007213,"2","0","0","3",9,297.289728,0,2006,0,98105,47.666,-122.276,153.290016,589.09817664,9
7174,7657000225,12.2307652581205,3,1,4.38073347890826,6.54204968069641,"1","0","0","3",6,79.8966144,0,1944,0,98178,47.4947,-122.237,118.9158912,630.25422336,71
7183,1175000073,13.1223633774043,4,1,5.07388065946821,5.92059695543076,"1.5","0","0","4",7,159.7932288,0,1904,0,98107,47.6719,-122.396,146.7868032,386.4766464,111
7186,8805400010,12.5263429075751,3,1,4.58982527676682,6.51200596111573,"1","0","0","4",6,98.4772224,0,1981,0,98056,47.4936,-122.165,101.2643136,579.2504544,34
7190,1565950670,12.8492414562839,3,2.5,5.17341025481524,6.52775216171941,"2","0","0","3",8,176.515776,0,1994,0,98055,47.4324,-122.191,195.096384,622.35746496,21
7194,7834800225,13.6819791653398,3,2,5.22969109071383,5.91785072976274,"1","0","0","5",7,112.4126784,74.322432,1915,0,98103,47.6638,-122.329,164.4383808,403.10629056,100
7196,1959702045,13.7101500423064,2,1,4.74666774825979,6.23630446088127,"1","0","0","3",7,115.1997696,0,1954,0,98102,47.6461,-122.317,193.2383232,432.9281664,61
7205,5101407250,13.3534750983677,4,2.25,5.59626710563527,6.80161826993133,"2","0","0","3",7,184.8770496,84.5417664,1947,0,98125,47.7037,-122.308,171.870624,636.10711488,68
7208,1446403145,12.0435537160324,2,1,4.74666774825979,6.82409112578339,"1","0","0","3",7,87.3288576,27.870912,1950,0,98168,47.4862,-122.326,97.548192,768.3081408,65
7212,4030500130,12.4028722215048,4,2.5,5.36446549157795,7.2520620110124,"2","0","0","4",7,213.676992,0,1966,0,98042,47.3683,-122.164,169.0835328,8.91869184,49
7216,1326049130,13.312983737013,4,2.25,5.60996594999344,8.41904074962384,"1","0","0","5",7,141.2126208,131.9223168,1961,0,98028,47.7422,-122.245,229.4705088,178.55964288,54
7218,3946900010,13.1223773773063,2,1.75,5.13039286973155,6.3316146406856,"1","0","0","3",7,84.5417664,84.5417664,1950,0,98115,47.6928,-122.323,160.7222592,540.50988672,65
7227,2767603649,13.1615840905576,3,2.25,4.72217672825149,4.75469991995705,"3","0","0","3",8,112.4126784,0,2014,0,98107,47.6722,-122.384,165.3674112,470.46099456,1
7230,2592400470,12.9899741893586,5,2.5,5.21969100737925,6.4543441002773,"2","0","0","4",7,184.8770496,0,1974,0,98034,47.7162,-122.166,184.8770496,606.93556032,41
7234,984100010,12.6115377536383,4,2.25,5.26392426235607,6.57277669750248,"1","0","0","3",7,134.709408,58.5289152,1968,0,98058,47.4349,-122.17,176.515776,669.8309184,47
7238,2473381150,12.6915804613119,3,2.75,5.32001372900712,6.47746651769816,"1","0","0","4",7,118.9158912,85.4707968,1977,0,98058,47.4574,-122.169,155.1480768,597.92396544,38
7240,1924069071,13.0919041699196,5,1.75,5.29236219767661,8.29563605531972,"1","0","2","4",7,113.3417088,85.4707968,1962,0,98027,47.5516,-122.085,234.1156608,174.28610304,53
7249,1473000020,12.9384405392434,3,1.5,4.63591638396709,6.8100536661078,"1","0","0","4",7,103.1223744,0,1963,0,98052,47.676,-122.15,176.515776,790.97648256,52
7252,6762700020,15.8567308868239,6,8,7.02062102857951,7.84937214136595,"2.5","0","3","4",13,796.1790528,323.3025792,1910,1987,98102,47.6298,-122.323,366.0379776,732.35466432,28
7256,7974700122,13.3992372511395,3,1.75,5.13039286973155,6.23630446088127,"1","0","0","4",8,150.5029248,18.580608,1957,0,98115,47.6737,-122.283,216.4640832,540.50988672,58
7260,3918400143,13.4730202490175,4,3,5.54315728032133,6.54645938918511,"1","0","0","5",8,151.4319552,104.0514048,1966,0,98177,47.7134,-122.361,226.6834176,632.85550848,49
7262,3578400780,13.1398102910081,3,2,5.07388065946821,6.84389375307957,"1","0","0","4",8,105.9094656,53.8837632,1981,0,98074,47.6231,-122.043,170.9415936,7.24643712,34
7271,8965520190,13.9978321147582,3,2.5,5.76119691971736,7.34228348777368,"1","0","4","3",10,223.8963264,93.8320704,1991,0,98006,47.5638,-122.105,321.4445184,171.59191488,24
7274,9828700005,12.9945300058944,3,1,4.57077708179613,5.91785072976274,"1","0","0","3",7,96.6191616,0,1950,0,98122,47.6178,-122.292,108.6965568,403.10629056,65
7278,9346910500,13.4588356140255,3,2.5,5.25426235144434,6.89711626079828,"1","0","0","5",8,97.548192,93.8320704,1976,0,98006,47.5627,-122.137,249.9091776,736.16368896,39
7282,1626069069,13.3046849341983,3,2.5,4.83166096109318,9.76433738305217,"1","0","0","4",7,125.419104,0,1997,0,98077,47.7369,-122.049,214.6060224,465.63003648,18
7284,7640400250,13.1342919482696,2,1,4.98263198800306,6.63690929210718,"1","0","0","4",8,106.838496,39.0192768,1952,0,98177,47.7221,-122.371,156.0771072,687.482496,63
7293,4178500440,12.5421876755035,3,2,4.87514607303292,6.41862601767523,"1","0","0","4",7,130.9932864,0,1990,0,98042,47.3596,-122.089,162.58032,606.93556032,25
7296,2780700020,12.8346813049525,4,2.5,5.17341025481524,6.77524035371673,"2","0","0","3",8,176.515776,0,1978,0,98028,47.7628,-122.244,170.0125632,28.61413632,37
7300,9274203390,13.2533916398107,2,1.75,4.96333878506838,5.92408127951337,"1","0","0","4",7,110.5546176,32.516064,1908,0,98116,47.5876,-122.391,181.160928,434.22880896,107
7304,3211200460,12.8713346226006,4,1,4.95026670350103,6.81393875431937,"1.5","0","0","4",7,141.2126208,0,1971,0,98034,47.7303,-122.236,143.0706816,648.64902528,44
7306,9268200440,12.8992198260901,3,1.75,4.86086011578545,6.05804736025602,"1","0","0","3",7,86.3998272,42.7353984,1981,0,98117,47.6944,-122.366,114.2707392,458.19779328,34
7315,1311200460,12.4874851049684,4,1.5,5.24939616179316,6.49165115269011,"1","0","0","3",7,97.548192,92.90304,1963,0,98001,47.3395,-122.28,181.160928,621.42843456,52
7318,4358700188,12.6280670555895,3,2.5,4.76266808960623,4.42062480793556,"3","0","0","3",7,107.7675264,9.290304,2009,0,98133,47.7072,-122.336,110.5546176,52.39731456,6
7322,7905370440,13.0603815850484,5,2.5,5.36880389317655,6.64817326392274,"1","0","0","3",7,120.773952,93.8320704,1975,0,98034,47.7212,-122.211,179.3028672,695.28635136,40
7326,100100050,12.5245263766487,3,1,4.80918810524112,6.93760017000512,"1","0","0","3",7,122.6320128,0,1955,0,98155,47.7748,-122.304,122.6320128,696.49409088,60
7328,7215400280,12.7512996960135,3,2.25,5.513634841055,8.14487679833575,"2","0","0","3",9,248.0511168,0,1990,0,98042,47.3347,-122.077,212.7479616,371.79796608,25
7337,6870310010,13.3046015973925,4,3.5,5.447847100517,5.65648596562833,"2","0","0","3",8,168.1545024,64.1030976,2008,0,98052,47.6749,-122.14,191.3802624,342.71931456,7
7340,325059126,13.2445810101286,4,1,5.30628353619521,7.02476182124554,"1","0","0","5",7,201.5995968,0,1961,0,98033,47.6893,-122.164,117.9868608,125.32620096,54
7344,2818100255,13.7343005025387,4,2.5,5.49473068641585,7.17957343962958,"1","0","4","4",8,150.5029248,92.90304,1941,0,98117,47.6983,-122.397,243.4059648,739.9727136,74
7348,8682261650,13.2249199657294,2,2,5.04437999507151,6.14019396090618,"1","0","0","3",8,155.1480768,0,2004,0,98053,47.7141,-122.031,155.1480768,470.27518848,11
7350,1604590190,13.5606183083355,5,3.5,5.84796460229857,7.34570681173788,"1","0","0","3",10,256.4123904,90.1159488,1990,0,98075,47.5987,-122.029,304.7219712,213.95570112,25
7359,8961950250,12.8583978315699,5,2.75,5.70093772819916,6.63080053761886,"2","0","0","3",9,299.1477888,0,1999,0,98001,47.3154,-122.254,267.18914304,76.83081408,16
7362,2025700430,12.5043236693312,3,2,5.02625261047895,6.65919265917235,"1","0","0","4",7,152.3609856,0,1991,0,98038,47.348,-122.035,140.2835904,608.79362112,24
7366,8917100020,13.9552725003394,3,1.5,5.30628353619521,7.34095906400534,"1","1","2","3",10,104.9804352,96.6191616,1979,0,98052,47.6307,-122.088,290.7865152,154.49775552,36
7370,8642600170,12.8346813049525,4,2,5.09516417784781,7.49528184606175,"1","0","2","5",7,163.23064128,0,1955,0,98198,47.3974,-122.312,171.870624,60.57278208,60
7372,4279600080,13.319573546692,6,3,5.43577451928273,6.7580160712474,"2","0","0","3",8,229.4705088,0,1982,0,98007,47.6025,-122.152,229.4705088,755.48752128,33
7381,3897100275,13.0389817684653,3,1.75,5.0383739710113,6.82409112578339,"2","0","0","3",8,154.2190464,0,1978,0,98033,47.6704,-122.184,159.7932288,574.04788416,37
7384,1148000190,12.4290161768417,2,1,4.46968096492476,6.67538016925195,"1","0","0","4",7,87.3288576,0,1959,0,98166,47.4814,-122.343,97.548192,679.30702848,56
7388,1862400479,12.7656884334656,3,3.25,5.00155999788858,4.79238098692474,"3","0","0","3",8,148.644864,0,1999,0,98117,47.6954,-122.375,148.644864,143.62809984,16
7392,424069130,13.2793654168108,4,2.75,5.24939616179316,7.41406395148221,"1","0","0","4",7,120.773952,69.67728,1967,0,98075,47.5945,-122.056,274.9929984,268.21107648,48
7394,3625700080,13.8029317757574,4,2.25,5.71634635355201,7.28903145307258,"1","0","0","4",10,185.80608,117.9868608,1974,0,98040,47.5295,-122.229,380.902464,198.53379648,41
7403,1545803340,12.502466658584,3,1.75,4.95682410404719,6.6022094042896,"1","0","0","5",7,142.1416512,0,1986,0,98038,47.3609,-122.05,149.5738944,665.74318464,29
7406,2385200050,12.9598444479066,3,2.5,5.46372044967329,6.25646353088306,"2","0","0","3",9,235.9737216,0,1999,0,98059,47.4965,-122.157,221.1092352,555.93179136,16
7410,1591600307,12.7938593104323,3,1.75,5.12488321392058,6.50563739466486,"1","0","0","5",7,95.6901312,72.4643712,1959,0,98146,47.4993,-122.364,181.160928,700.86053376,56
7414,7214400005,13.4052841327544,2,1,4.80158350585591,6.18021499423023,"1","0","0","3",7,84.5417664,37.161216,1946,0,98115,47.6784,-122.304,122.6320128,457.82618112,69
7416,8651402660,12.0748756688923,4,1.5,4.90311992507533,6.24174418417709,"1","0","0","4",6,134.709408,0,1969,0,98042,47.3613,-122.087,98.4772224,485.13967488,46
